date,open,high,low,close,volume,amount,code
2020-01-02,450.3850868,452.153284,443.6911974,447.732791,101425488,3592989149.98,000063
2020-01-03,463.3939662,476.9080448,457.205276,461.625769,179084129,6617433903.49,000063
2020-01-06,455.310779,469.4563566,453.416282,463.520266,113853756,4180052105.34,000063
2020-01-07,463.520266,466.046262,455.5633786,462.257268,82303154,3001279953.12,000063
2020-01-08,458.8471734,465.7936624,450.3850868,451.0165858,82053043,2970790425.57,000063
2020-01-09,458.7208736,471.8560528,458.7208736,467.5618596,97329703,3594667710.37,000063
2020-01-10,470.466755,484.7386324,467.5618596,471.8560528,101287510,3811908453.78,000063
2020-01-13,475.8976464,479.4340408,469.5826564,479.4340408,80588354,3032049774.2,000063
2020-01-14,478.5499422,478.676242,462.7624672,463.6465658,111581615,4143449032.01,000063
2020-01-15,460.99427,468.3196584,456.0685778,466.2988616,78088259,2856797073.71,000063
2020-01-16,471.4771534,485.1175318,470.9719542,472.4875518,103244359,3906202606.56,000063
2020-01-17,476.5291454,496.989713,476.5291454,490.5484232,132188178,5098834404.65,000063
2020-01-20,488.780226,506.462198,485.1175318,505.9569988,107407515,4237941062.55,000063
2020-01-21,498.88421,505.9569988,487.1383286,487.6435278,94271570,3692646968.34,000063
2020-01-22,484.7386324,519.2184778,483.6019342,513.408687,109041573,4318263069.58,000063
2020-01-23,504.567701,511.51419,483.728234,494.7163166,111597708,4404784397.61,000063
2020-02-03,445.206795,469.9615558,445.206795,453.5425818,180212366,6430335667.16,000063
2020-02-04,461.2468696,488.2750268,461.2468696,484.6123326,134812484,5100691857.65,000063
2020-02-05,488.780226,495.726715,475.6450468,482.465236,125489548,4823844316.25,000063
2020-02-06,478.676242,500.0209082,474.3820488,495.3478156,107615505,4186464225.51,000063
2020-02-07,491.0536224,496.4845138,478.8025418,491.6851214,96320182,3734321100.38,000063
2020-02-10,486.885729,514.5453852,483.8545338,506.7147976,102856136,4098782481.14,000063
2020-02-11,508.8618942,516.566182,500.147208,505.3254998,72843758,2918951696.75,000063
2020-02-12,502.041705,508.988194,497.3686124,506.9673972,81383347,3247679344.92,000063
2020-02-13,501.5365058,512.145689,493.7059182,501.5365058,92112139,3663446783.28,000063
2020-02-14,499.515709,507.3462966,493.3270188,498.5053106,85995275,3407317086.1,000063
2020-02-17,507.725196,548.2674318,501.1576064,544.6047376,181386839,7560935080.19,000063
2020-02-18,541.194643,549.7830294,531.8484578,549.7830294,128644050,5529175316.11,000063
2020-02-19,549.2778302,581.610579,547.2570334,551.6775264,132712686,5925188049.95,000063
2020-02-20,557.2347176,569.612098,552.1827256,563.1708082,108815025,4846551324.07,000063
2020-02-21,568.3491,587.925569,560.139613,575.295589,119112564,5439103566.68,000063
2020-02-24,596.135056,632.8882978,596.135056,632.8882978,139844618,6827689372.79,000063
2020-02-25,640.339986,696.0381978,619.7531186,696.0381978,276855328,14493485800.9,000063
2020-02-26,675.70393,681.1348214,637.81399,643.497481,206819148,10808449382.54,000063
2020-02-27,646.023477,664.8421472,621.1424164,650.1913704,158842568,8155705831.88,000063
2020-02-28,611.291032,644.12898,611.291032,631.499,153674147,7666233578.69,000063
2020-03-02,656.75896,694.6489,637.81399,689.596908,227384795,12128049539.91,000063
2020-03-03,716.119866,716.119866,663.07395,668.6311412,243903080,13348431664.83,000063
2020-03-04,656.5063604,669.1363404,620.132018,648.6757728,180091000,9184633354.69,000063
