date,open,high,low,close,volume,amount,code
2024-07-18,13.8873079,13.93438352,13.79315666,13.91084571,255386418,1505808654.52,601398
2024-07-19,13.8873079,13.93438352,13.69900542,13.91084571,360143972,2112440787.75,601398
2024-07-22,13.84023228,13.86377009,13.55777856,13.74608104,323060657,1879506551.97,601398
2024-07-23,13.69900542,14.26391286,13.67546761,14.14622381,508143809,3034821326.97,601398
2024-07-24,14.122686,14.38160191,14.09914819,14.26391286,318449785,1929595589.64,601398
2024-07-25,14.24037505,14.40513972,14.05207257,14.26391286,411478668,2488088459.84,601398
2024-07-26,14.24037505,14.28745067,13.79315666,13.95792133,415945631,2462785200.31,601398
2024-07-29,13.93438352,14.07561038,13.74608104,14.07561038,261893127,1555917030.87,601398
2024-07-30,14.05207257,14.19329943,13.91084571,14.09914819,249533509,1490211571.21,601398
2024-07-31,14.07561038,14.14622381,13.72254323,13.76961885,461472959,2712777024.06,601398
2024-08-01,13.72254323,13.91084571,13.48716513,13.84023228,373139397,2178941279.03,601398
2024-08-02,13.76961885,13.93438352,13.72254323,13.84023228,281415849,1655728285.17,601398
2024-08-05,13.84023228,14.00499695,13.72254323,13.81669447,319544631,1883504218.11,601398
2024-08-06,13.84023228,13.86377009,13.60485418,13.6519298,275470037,1604677489.95,601398
2024-08-07,13.69900542,13.84023228,13.6519298,13.69900542,227015219,1326499664.82,601398
2024-08-08,13.72254323,13.84023228,13.67546761,13.81669447,187175943,1095813857.56,601398
2024-08-09,13.81669447,13.95792133,13.74608104,13.93438352,185078805,1091650499.07,601398
2024-08-12,13.93438352,14.16976162,13.91084571,14.09914819,225847836,1350053507.27,601398
2024-08-13,14.09914819,14.31098848,13.95792133,14.122686,240418694,1445004522.57,601398
2024-08-14,14.07561038,14.21683724,14.05207257,14.16976162,188044815,1129757322.22,601398
2024-08-15,14.16976162,14.26391286,14.122686,14.24037505,206740074,1247677389.84,601398
2024-08-16,14.24037505,14.47575315,14.19329943,14.45221534,270194042,1647386714.11,601398
2024-08-19,14.45221534,14.80528249,14.3580641,14.75820687,338863514,2104346757.21,601398
2024-08-20,14.73466906,15.0641984,14.71113125,15.04066059,399597420,2534261643.48,601398
2024-08-21,14.94650935,14.97004716,14.71113125,14.8288203,331588320,2088630841.85,601398
2024-08-22,14.80528249,15.15834964,14.80528249,15.11127402,350230155,2236501391.91,601398
2024-08-23,15.11127402,15.25250088,14.94650935,15.20542526,265657420,1706372379.6,601398
2024-08-26,15.15834964,15.22896307,14.94650935,15.13481183,267311089,1712684369.51,601398
2024-08-27,15.11127402,15.41726555,15.08773621,15.37018993,323249644,2103729869.81,601398
2024-08-28,15.37018993,15.46434117,15.15834964,15.27603869,314722513,2043853154.0,601398
2024-08-29,15.25250088,15.27603869,14.5934422,14.64051782,557314746,3505246233.8,601398
2024-08-30,14.54636658,14.68759344,14.02853476,14.07561038,880782347,5320880798.8,601398
2024-09-02,13.8873079,14.122686,13.84023228,13.98145914,568240173,3379236044.28,601398
2024-09-03,13.95792133,14.00499695,13.36947608,13.55777856,648640129,3742967423.84,601398
2024-09-04,13.46362732,13.60485418,13.32240046,13.44008951,392331435,2240822276.85,601398
2024-09-05,13.4165517,13.48716513,13.1811736,13.25178703,383530775,2163978357.85,601398
2024-09-06,13.25178703,13.48716513,13.22824922,13.27532484,290696812,1651910319.41,601398
2024-09-09,13.25178703,13.29886265,12.96933331,13.20471141,282126704,1576623850.75,601398
2024-09-10,13.20471141,13.46362732,13.1811736,13.34593827,368343232,2088218471.51,601398
2024-09-11,13.32240046,13.34593827,12.9457955,13.03994674,359763384,1999982571.28,601398
2024-09-12,12.96933331,13.08702236,12.82810645,13.03994674,286853563,1582711060.56,601398
2024-09-13,13.03994674,13.13409798,12.99287112,13.08702236,234048696,1301691997.92,601398
2024-09-18,13.11056017,13.36947608,13.11056017,13.36947608,246839404,1391412406.91,601398
2024-09-19,13.39301389,13.44008951,13.13409798,13.29886265,280996806,1583072175.3,601398
2024-09-20,13.32240046,13.39301389,13.22824922,13.34593827,282832321,1602117689.03,601398
2024-09-23,13.32240046,13.51070294,13.22824922,13.46362732,227037687,1292978895.36,601398
2024-09-24,13.53424075,14.122686,13.48716513,14.122686,605204899,3559231106.61,601398
2024-09-25,14.33452629,14.64051782,14.05207257,14.21683724,629820829,3830867832.56,601398
